Date,Oil,Gold $,Silver $,Platinum $,Palladium $,Euro_USD,TIPS,VIX,Inflation_index,BTC,BTC Volume,BNB,LTC,XMR,ETH,SP500
2014-05-04,,,,,,,,,,314.62,4052819.0,,7.44,,,
2014-05-05,109.48,,,,,1.3874,,13.29,1.11,312.44,7212746.0,,7.34,,,1884.66
2014-05-06,108.3,1306.25,19.64,1450.0,817.0,1.3945,,13.8,1.09,307.99,9014920.0,,7.42,,,1867.72
2014-05-07,108.17,1296.0,19.64,1443.0,810.0,1.3927,,13.4,1.11,315.47,13162119.0,,7.56,,,1878.21
2014-05-08,108.19,1287.0,19.25,1435.0,805.0,1.3953,,13.43,1.13,318.0,6791215.0,,7.55,,,1875.63
2014-05-09,108.26,1291.25,19.25,1429.0,804.0,1.3781,,12.92,1.15,326.71,7475726.0,,7.81,,,1878.48
2014-05-10,,,,,,,,,,330.33,4857600.0,,7.8,,,
2014-05-11,,,,,,,,,,318.98,8905793.0,,7.53,,,
2014-05-12,108.37,1298.75,19.46,1440.0,807.0,1.3765,,12.23,1.19,320.95,5366502.0,,7.57,,,1896.65
2014-05-13,108.78,1296.5,19.44,1453.0,814.0,1.3703,,12.13,1.15,321.52,5585365.0,,7.6,,,1897.45
2014-05-14,109.87,1305.25,19.87,1472.5,823.0,1.3719,,12.17,1.07,323.69,6911542.0,,7.61,,,1888.53
2014-05-15,109.74,1299.0,19.66,1471.0,821.0,1.3659,,13.17,1.01,326.08,5368169.0,,7.62,,,1870.85
2014-05-16,110.9,1291.5,19.33,1464.0,816.0,1.3696,,12.44,1.03,327.22,4720837.0,,7.6,,,1877.86
2014-05-17,,,,,,,,,,327.83,2151311.0,,7.56,,,
2014-05-18,,,,,,,,,,325.67,2087074.0,,7.56,,,
2014-05-19,110.84,1302.0,19.55,1483.0,822.0,1.3715,,12.42,1.09,325.39,4555659.0,,7.52,,,1885.08
2014-05-20,110.35,1295.5,19.37,1469.0,820.0,1.3702,,12.96,1.09,354.47,29410370.0,,7.76,,,1872.83
2014-05-21,111.32,1287.25,19.31,1474.0,828.0,1.3676,,11.91,1.12,359.45,10673575.0,,7.74,1.17,,1888.03
2014-05-22,110.89,1298.5,19.56,1492.0,837.0,1.3668,,12.03,1.11,384.25,24184270.0,,7.81,1.54,,1892.49
2014-05-23,110.19,1291.5,19.42,1483.0,828.0,1.363,,11.36,1.08,381.59,25589437.0,,8.24,2.17,,1900.53
2014-05-24,,,,,,,,,,385.2,8434901.0,,8.14,2.72,,
2014-05-25,,,,,,,,,,419.45,34482726.0,,8.46,2.3,,
2014-05-26,110.01,,,,,1.3635,,11.434999999999999,.,427.39,21985617.0,,8.47,2.21,,
2014-05-27,109.81,1275.5,19.25,1467.0,834.0,1.3638,,11.51,1.06,419.02,27860230.0,,8.18,1.62,,1911.91
2014-05-28,109.09,1263.5,19.125,1455.0,838.0,1.3608,,11.68,0.98,424.62,14148757.0,,8.12,1.67,,1909.78
2014-05-29,109.98,1255.0,18.85,1447.0,830.0,1.3612,,11.57,0.99,417.72,13765857.0,,7.93,1.23,,1920.03
2014-05-30,109.21,1250.5,19.0,1464.0,836.0,1.3607,,11.4,1.02,451.45,23515218.0,,8.25,1.15,,1923.57
2014-05-31,,,,,,,,,,457.58,11083712.0,,8.02,1.42,,
2014-06-01,,,,,,,,,,462.49,33205503.0,,8.17,1.28,,
2014-06-02,109.34,1247.25,18.81,1437.0,833.0,1.3611,,11.58,1.08,485.89,33353049.0,,8.35,1.27,,1924.97
2014-06-03,108.87,1242.75,18.87,1431.0,834.0,1.3645,,11.87,1.15,490.24,29901221.0,,8.43,1.42,,1924.24
2014-06-04,109.07,1245.25,18.76,1422.0,836.5,1.3627,,12.08,1.18,471.71,27707079.0,,8.13,1.33,,1927.88
2014-06-05,108.43,1252.5,18.81,1440.0,839.0,1.3567,,11.68,1.16,482.62,21777165.0,,8.27,,,1940.46
2014-06-06,109.21,1247.5,19.03,1453.0,840.0,1.3642,,10.73,1.15,479.22,13675037.0,,8.21,0.91,,1949.44
2014-06-07,,,,,,,,,,480.15,11623268.0,,8.14,1.0,,
2014-06-08,,,,,,,,,,480.79,6314926.0,,8.26,0.98,,
2014-06-09,110.55,1253.5,19.11,1449.0,844.0,1.3608,,11.15,1.15,477.67,13970396.0,,8.23,1.12,,1951.27
2014-06-10,109.18,1259.5,19.0,1478.0,851.0,1.3547,,10.99,1.17,482.46,13181310.0,,8.21,1.27,,1950.79
2014-06-11,109.83,1262.0,19.2,1483.0,856.0,1.3547,,11.6,1.17,467.69,18587531.0,,8.08,1.2,,1943.89
2014-06-12,112.18,1265.75,19.33,1438.0,831.0,1.3528,,12.56,1.14,433.17,37546214.0,,7.51,1.28,,1930.11
2014-06-13,113.15,1273.0,19.58,1437.0,816.0,1.3534,,12.18,1.14,443.19,26347380.0,,7.57,1.42,,1936.16
2014-06-14,,,,,,,,,,426.35,28416187.0,,7.33,1.73,,
2014-06-15,,,,,,,,,,438.08,17413159.0,,7.34,1.99,,
2014-06-16,113.42,1276.25,19.67,1441.0,814.0,1.3532,,12.65,1.11,436.17,21187662.0,,7.15,2.35,,1937.78
2014-06-17,114.02,1267.5,19.55,1427.0,810.0,1.3568,,12.06,1.14,450.89,13697650.0,,7.13,2.08,,1941.99
2014-06-18,114.25,1269.75,19.73,1451.0,827.0,1.3563,,10.61,1.11,447.39,13184234.0,,7.12,2.05,,1956.98
2014-06-19,115.19,1293.0,19.94,1459.0,830.0,1.362,,10.62,1.14,439.47,9422180.0,,7.34,2.3,,1959.48
2014-06-20,114.55,1312.5,20.62,1456.0,829.0,1.3588,,10.85,1.09,436.87,13325079.0,,7.23,3.35,,1962.87
2014-06-21,,,,,,,,,,437.49,6806096.0,,7.23,3.68,,
2014-06-22,,,,,,,,,,443.17,7998309.0,,7.19,3.2,,
2014-06-23,113.62,1313.5,20.75,1453.0,817.0,1.3596,,10.98,1.09,436.75,10341280.0,,7.15,2.93,,1962.61
2014-06-24,113.74,1318.5,21.12,1469.0,828.0,1.3618,,12.13,1.04,428.05,10400662.0,,7.08,2.41,,1949.98
2014-06-25,112.84,1316.75,20.78,1459.0,826.0,1.3615,,11.59,1.03,415.6,15205954.0,,6.74,2.49,,1959.53
2014-06-26,112.61,1311.75,20.83,1466.0,835.0,1.3606,,11.63,0.99,427.02,10755045.0,,6.68,2.13,,1957.22
2014-06-27,112.62,1317.5,21.04,1479.0,839.0,1.362,,11.26,1.01,437.65,15294731.0,,6.78,1.61,,1960.96
2014-06-28,,,,,,,,,,437.13,9817616.0,,6.74,1.87,,
2014-06-29,,,,,,,,,,441.78,6519726.0,,6.57,1.86,,
2014-06-30,111.03,1315.0,20.87,1480.0,844.0,1.3658,,11.57,0.99,467.35,34026534.0,,6.54,1.83,,1960.23
2014-07-01,,1327.5,21.08,1497.0,849.0,1.3688,,11.15,1.05,468.43,28083492.0,,5.7,1.71,,1973.32
2014-07-02,110.18,1326.5,21.04,1511.0,855.0,1.3656,,10.82,1.12,476.76,18836404.0,,5.98,1.69,,1974.62
2014-07-03,108.98,1317.5,21.0,1502.0,855.0,1.3646,,10.32,1.10,474.1,13880018.0,,5.9,1.94,,1985.44
2014-07-04,108.84,1319.25,21.12,1503.0,866.0,1.3588,,10.825,.,463.98,16341270.0,,5.4,1.95,,
2014-07-05,,,,,,,,,,464.55,6698992.0,,5.36,1.82,,
2014-07-06,,,,,,,,,,467.95,7415582.0,,5.23,1.76,,
2014-07-07,108.7,1313.0,20.95,1501.0,868.0,1.3592,,11.33,1.08,458.72,13110768.0,,5.56,1.46,,1977.65
2014-07-08,107.65,1323.0,21.08,1499.0,871.0,1.3589,,11.98,1.02,458.89,7354282.0,,5.68,1.73,,1963.71
2014-07-09,106.84,1322.75,21.13,1504.0,873.0,1.3603,,11.65,0.99,457.75,7211479.0,,5.71,1.47,,1972.83
2014-07-10,106.2,1340.25,21.5,1512.0,866.0,1.3604,,12.59,1.00,453.4,11640182.0,,5.73,1.39,,1964.68
2014-07-11,105.77,1335.0,21.415,1506.0,867.0,1.3595,,12.08,0.97,464.47,12105491.0,,5.77,1.32,,1967.57
2014-07-12,,,,,,,,,,465.73,9795693.0,,6.33,1.27,,
2014-07-13,,,,,,,,,,460.63,8297935.0,,6.54,1.32,,
2014-07-14,104.73,1306.0,21.13,1494.0,868.0,1.3627,,11.82,0.99,454.68,9342548.0,,6.33,1.45,,1977.1
2014-07-15,104.73,1310.0,20.93,1497.0,874.0,1.3613,,11.96,1.01,458.09,7982674.0,,6.31,1.56,,1973.28
2014-07-16,105.41,1301.0,20.7,1479.0,869.0,1.3532,,11.0,1.00,456.01,9715086.0,,6.15,2.0,,1981.57
2014-07-17,106.04,1302.5,20.78,1497.0,886.0,1.3525,,14.54,0.93,460.93,12255434.0,,6.4,2.2,,1958.12
2014-07-18,106.03,1307.25,20.94,1497.0,881.0,1.3525,,12.06,0.95,464.73,10473517.0,,6.45,1.94,,1978.22
2014-07-19,,,,,,,,,,464.53,5337790.0,,6.36,2.13,,
2014-07-20,,,,,,,,,,461.16,4257295.0,,6.25,1.95,,
2014-07-21,105.71,1311.5,20.93,1494.0,884.0,1.3518,,12.81,0.92,460.18,7917732.0,,6.35,2.28,,1973.63
2014-07-22,106.48,1310.25,20.81,1487.0,872.0,1.3481,,12.24,0.92,461.57,7102197.0,,6.36,2.38,,1983.53
2014-07-23,106.85,1308.0,20.93,1486.0,874.0,1.3465,,11.52,0.93,460.19,8210753.0,,6.28,2.17,,1987.01
2014-07-24,105.78,1292.75,20.84,1469.0,869.0,1.3472,,11.84,0.95,446.92,15540267.0,,5.79,1.76,,1987.98
2014-07-25,106.89,1294.75,20.46,1473.0,876.0,1.344,,12.69,0.88,447.61,9120247.0,,5.63,2.02,,1978.34
2014-07-26,,,,,,,,,,443.68,8007223.0,,5.66,1.95,,
2014-07-27,,,,,,,,,,442.25,5789135.0,,5.77,1.9,,
2014-07-28,106.7,1304.5,20.63,1486.0,884.0,1.3433,,12.56,0.91,435.88,14385165.0,,5.65,2.01,,1978.91
2014-07-29,106.98,1299.25,20.64,1485.0,884.0,1.3429,,13.28,0.87,436.07,8391308.0,,5.71,1.95,,1969.95
2014-07-30,106.47,1294.5,20.54,1480.0,878.0,1.3401,,13.33,0.95,423.54,11111045.0,,5.42,1.89,,1970.07
2014-07-31,104.94,1285.25,20.69,1472.0,880.0,1.3379,,16.950001,0.96,437.88,16774601.0,,5.63,1.91,,1930.67
2014-08-01,103.45,1291.25,20.34,1462.0,871.0,1.3395,,17.030001,0.93,443.04,13606140.0,,5.74,1.99,,1925.15
2014-08-02,,,,,,,,,,438.88,6225112.0,,5.68,1.86,,
2014-08-03,,,,,,,,,,436.96,7386052.0,,5.61,1.76,,
2014-08-04,103.63,1290.5,20.35,1465.0,867.0,1.3422,,15.12,0.95,438.73,7349598.0,,5.52,1.49,,1938.99
2014-08-05,102.82,1284.75,20.2,1454.0,843.0,1.3382,,16.870001,0.94,437.84,8040835.0,,5.43,1.61,,1920.21
2014-08-06,104.17,1306.5,19.78,1457.0,845.0,1.3345,,16.370001,0.93,437.03,10842794.0,,5.37,1.64,,1920.24
2014-08-07,104.02,1305.25,20.07,1466.0,852.0,1.3368,,16.66,0.90,440.9,8320676.0,,5.37,1.6,,1909.57
2014-08-08,103.36,1309.75,20.13,1475.0,857.0,1.3388,,15.77,0.91,441.92,8289907.0,,5.27,1.62,,1931.59
2014-08-09,,,,,,,,,,439.53,5908024.0,,5.18,1.57,,
2014-08-10,,,,,,,,,,440.96,5634507.0,,5.18,1.53,,
2014-08-11,103.47,1307.25,19.85,1471.0,864.0,1.3386,,14.23,0.92,430.74,11014772.0,,4.53,1.55,,1936.92
2014-08-12,101.68,1315.75,20.08,1473.0,883.0,1.3346,,14.13,0.96,426.25,10446304.0,,4.23,1.49,,1933.75
2014-08-13,102.27,1312.0,19.9,1471.0,881.0,1.336,,12.9,0.94,408.99,19288761.0,,3.77,1.42,,1946.72
2014-08-14,101.15,1313.5,19.86,1468.0,882.0,1.3373,,12.42,0.89,378.72,26787296.0,,3.78,1.32,,1955.18
2014-08-15,101.13,1296.0,19.86,1446.0,878.0,1.3388,,13.15,0.84,370.99,19160404.0,,3.77,1.19,,1955.06
2014-08-16,,,,,,,,,,387.93,17042995.0,,3.72,1.2,,
2014-08-17,,,,,,,,,,367.37,18139061.0,,3.24,1.09,,
2014-08-18,99.37,1296.75,19.59,1448.0,898.0,1.3383,,12.32,0.90,345.4,37935161.0,,2.78,1.08,,1971.74
2014-08-19,99.74,1296.5,19.66,1443.0,896.0,1.3354,,12.21,0.93,364.3,28759281.0,,3.51,1.24,,1981.6
2014-08-20,99.92,1295.0,19.42,1428.0,868.0,1.3284,,11.78,0.94,386.2,34930631.0,,4.11,1.38,,1986.51
2014-08-21,100.28,1275.25,19.4,1419.0,877.0,1.3262,,11.76,0.91,389.57,37296673.0,,4.37,1.37,,1992.37
2014-08-22,100.09,1277.25,19.49,1416.0,883.0,1.3267,,11.47,0.88,388.19,27539278.0,,3.96,1.35,,1988.4
2014-08-23,,,,,,,,,,376.13,19009138.0,,3.7,1.37,,
2014-08-24,,,,,,,,,,385.18,14681846.0,,4.13,1.48,,
2014-08-25,100.49,,,,,1.32,,11.7,0.86,381.11,13910806.0,,3.95,1.55,,1997.92
2014-08-26,100.5,1286.0,19.49,1423.0,888.0,1.3192,,11.63,0.88,388.52,17622374.0,,4.21,1.53,,2000.02
2014-08-27,100.4,1282.75,19.32,1420.0,887.0,1.3177,,11.78,0.85,387.53,17200957.0,,4.08,1.52,,2000.12
2014-08-28,100.71,1292.0,19.75,1428.0,898.0,1.3178,,12.05,0.82,385.2,15058378.0,,4.0,1.68,,1996.74
2014-08-29,101.12,1285.75,19.47,1424.0,898.0,1.3188,,12.09,0.84,387.29,13369339.0,,4.08,1.68,,2003.37
2014-08-30,,,,,,,,,,384.04,7177510.0,,3.98,1.86,,
2014-08-31,,,,,,,,,,363.98,33992612.0,,3.7,1.65,,
2014-09-01,100.66499999999999,1286.5,19.49,1423.0,911.0,1.3133,,12.17,.,361.65,15566052.0,,3.59,1.55,,
2014-09-02,100.21,1267.0,19.2,1412.0,887.0,1.3115,,12.25,0.90,363.61,17773132.0,,3.67,1.49,,2002.28
2014-09-03,100.88,1265.5,19.1,1408.0,874.0,1.3151,,12.36,0.89,363.27,10161615.0,,3.71,1.55,,2000.72
2014-09-04,101.21,1271.5,19.21,1406.0,885.0,1.3015,,12.64,0.94,378.76,19838290.0,,4.0,1.58,,1997.65
2014-09-05,99.51,1266.0,19.13,1406.0,887.0,1.2948,,12.09,0.97,373.24,11836711.0,,3.83,1.53,,2007.71
2014-09-06,,,,,,,,,,374.39,8186409.0,,3.85,1.5,,
2014-09-07,,,,,,,,,,372.39,6945212.0,,3.98,1.45,,
2014-09-08,99.53,1259.0,19.19,1404.0,884.0,1.2947,,12.66,0.97,368.19,23348004.0,,3.95,1.45,,2001.54
2014-09-09,98.08,1255.75,19.0,1395.0,886.0,1.2902,,13.5,0.97,367.28,16639100.0,,3.91,1.37,,1988.44
2014-09-10,96.26,1251.0,19.01,1382.0,856.0,1.2929,,12.88,1.02,371.14,17610355.0,,4.14,1.52,,1995.69
2014-09-11,96.42,1241.25,18.7,1378.0,846.0,1.2928,,12.8,1.01,371.29,13048080.0,,4.22,1.5,,1997.45
2014-09-12,96.31,1231.5,18.64,1360.0,829.0,1.2931,,13.31,1.10,368.64,11947372.0,,4.15,1.45,,1985.54
2014-09-13,,,,,,,,,,369.6,12027778.0,,4.2,1.43,,
2014-09-14,,,,,,,,,,368.77,10112269.0,,4.17,1.4,,
2014-09-15,96.43,1234.25,18.64,1368.0,841.0,1.2911,,14.12,1.09,367.42,11841346.0,,4.0,1.47,,1984.13
2014-09-16,97.39,1232.25,18.75,1363.0,837.0,1.2949,,12.73,1.11,359.7,12982919.0,,3.92,1.42,,1998.98
2014-09-17,97.7,1236.0,18.63,1365.0,842.0,1.2956,,12.65,1.16,355.96,16251293.0,,3.94,1.38,,2001.57
2014-09-18,96.82,1220.5,18.5,1344.0,822.0,1.2872,,12.03,1.17,328.54,26839352.0,,3.63,1.21,,2011.36
2014-09-19,96.75,1219.75,18.45,1344.0,823.0,1.2852,,12.11,1.11,307.76,29351885.0,,3.37,1.13,,2010.4
2014-09-20,,,,,,,,,,318.76,28736826.0,,3.34,0.99,,
2014-09-21,,,,,,,,,,310.63,20720377.0,,3.31,0.99,,
2014-09-22,95.37,1213.5,17.74,1329.0,807.0,1.2845,,13.69,1.13,312.96,18792429.0,,3.3,0.98,,1994.29
2014-09-23,94.87,1222.0,17.92,1337.0,811.0,1.2892,,14.93,1.08,339.19,35096887.0,,3.69,1.14,,1982.77
2014-09-24,94.53,1217.25,17.76,1328.0,821.0,1.2826,,13.27,1.10,331.25,23838496.0,,3.65,1.18,,1998.3
2014-09-25,95.2,1213.75,17.52,1310.0,807.0,1.2712,,15.64,1.06,322.68,20988103.0,,3.54,1.1,,1965.99
2014-09-26,95.08,1213.75,17.54,1304.0,802.0,1.2732,,14.85,1.09,318.9,16825402.0,,3.5,1.09,,1982.85
2014-09-27,,,,,,,,,,315.03,11850891.0,,3.49,1.03,,
2014-09-28,,,,,,,,,,297.58,18619540.0,,3.34,0.96,,
2014-09-29,,1219.5,17.58,1306.0,786.0,1.2701,,15.98,1.08,295.9,25639211.0,,3.35,0.91,,1977.8
2014-09-30,94.67,1216.5,17.11,1300.0,775.0,1.2583,,16.309999,1.10,306.42,27352274.0,,3.54,0.97,,1972.29
2014-10-01,94.57,1216.5,17.04,1277.0,771.0,1.2603,,16.709999,1.01,303.95,20770827.0,,3.51,0.95,,1946.16
2014-10-02,91.29,1211.75,17.09,1273.0,777.0,1.2631,,16.16,1.04,296.05,17255130.0,,3.41,0.94,,1946.17
2014-10-03,90.8,1195.0,16.97,1249.0,763.0,1.2616,,14.55,1.04,287.26,24391191.0,,3.34,0.88,,1967.9
2014-10-04,,,,,,,,,,262.78,37743907.0,,3.15,0.78,,
2014-10-05,,,,,,,,,,256.16,66566597.0,,2.96,0.7,,
2014-10-06,90.65,1195.75,17.02,1229.0,756.0,1.2565,,15.46,1.04,261.08,63148817.0,,3.02,0.77,,1964.82
2014-10-07,90.9,1210.5,17.36,1259.0,778.0,1.2607,,17.200001,1.00,265.51,38914735.0,,3.05,0.79,,1935.1
2014-10-08,90.25,1217.0,17.35,1275.0,798.0,1.2645,,15.11,0.97,277.03,43228795.0,,3.07,0.85,,1968.89
2014-10-09,90.47,1226.75,17.64,1282.0,809.0,1.2763,,18.76,0.96,287.72,65652358.0,,3.07,0.87,,1928.21
2014-10-10,88.66,1219.0,17.26,1256.0,784.0,1.2638,,21.24,0.93,286.36,34417672.0,,3.02,0.9,,1906.13
2014-10-11,,,,,,,,,,286.95,10569618.0,,2.99,0.85,,
2014-10-12,,,,,,,,,,299.51,13902107.0,,3.05,0.86,,
2014-10-13,87.82,1229.0,17.41,1257.0,784.0,1.2679,,24.639999,.,306.93,27867236.0,,3.04,0.87,,1874.74
2014-10-14,86.36,1234.75,17.5,1268.0,793.0,1.2646,,22.790001,0.88,317.12,30260613.0,,3.22,0.85,,1877.7
2014-10-15,84.02,1237.5,17.01,1257.0,787.0,1.2666,,25.27,0.88,307.94,19988213.0,,3.16,0.77,,1862.49
2014-10-16,84.02,1237.75,17.46,1242.0,743.0,1.2749,,25.200001,0.89,298.8,21053042.0,,3.12,0.78,,1862.76
2014-10-17,85.27,1234.25,17.36,1259.0,753.0,1.2823,,21.99,0.90,300.82,10623057.0,,3.13,0.76,,1886.76
2014-10-18,,,,,,,,,,306.84,8949440.0,,3.18,0.76,,
2014-10-19,,,,,,,,,,305.62,4636333.0,,3.13,0.78,,
2014-10-20,84.42,1244.5,17.38,1268.0,756.0,1.2773,,18.57,0.90,299.21,12881688.0,,3.06,0.74,,1904.01
2014-10-21,85.17,1250.25,17.36,1281.0,771.0,1.2762,,16.08,0.94,304.02,11089410.0,,3.1,0.75,,1941.28
2014-10-22,86.38,1243.75,17.36,1270.0,774.0,1.2693,,17.870001,0.94,303.11,9157725.0,,3.04,0.75,,1927.11
2014-10-23,85.94,1232.75,17.07,1261.0,773.0,1.2669,,16.530001,0.98,283.36,20929436.0,,2.96,0.68,,1950.82
2014-10-24,86.0,1232.75,17.19,1254.0,784.0,1.2659,,16.110001,0.98,282.83,12321686.0,,2.96,0.6,,1964.58
2014-10-25,,,,,,,,,,274.09,14307419.0,,2.89,0.58,,
2014-10-26,,,,,,,,,,279.85,8897001.0,,2.94,0.55,,
2014-10-27,85.64,1228.75,17.18,1253.0,788.0,1.2679,,16.040001,0.97,277.9,10282446.0,,3.0,0.57,,1961.63
2014-10-28,85.57,1229.25,17.18,1265.0,792.0,1.2748,,14.39,0.98,280.77,6176886.0,,3.02,0.54,,1985.05
2014-10-29,86.91,1223.5,17.2,1269.5,798.0,1.2737,,15.15,0.96,265.69,14283348.0,,2.95,0.5,,1982.3
2014-10-30,85.5,1202.0,16.78,1243.0,784.0,1.2598,,14.52,0.96,273.88,23891933.0,,3.0,0.49,,1994.65
2014-10-31,84.17,1164.25,16.2,1227.0,784.0,1.2524,,14.03,0.99,270.14,9950349.0,,3.0,0.48,,2018.05
2014-11-01,,,,,,,,,,260.1,13316193.0,,2.85,0.47,,
2014-11-02,,,,,,,,,,260.69,6869706.0,,2.87,0.46,,
2014-11-03,84.9,1167.75,16.15,1241.0,800.0,1.2493,,14.73,0.99,262.23,10357971.0,,2.86,0.46,,2017.81
2014-11-04,82.12,1166.5,16.12,1228.0,798.0,1.2514,,14.89,0.96,263.32,12533424.0,,2.86,0.44,,2012.1
2014-11-05,82.88,1142.0,15.32,1203.0,763.0,1.248,,14.17,0.96,272.09,15789339.0,,2.92,0.46,,2023.57
2014-11-06,82.08,1145.0,15.28,1193.0,755.0,1.2517,,13.67,0.98,282.19,15065320.0,,2.95,0.48,,2031.21
2014-11-07,83.2,1154.5,15.42,1198.0,763.0,1.2393,,13.12,0.93,274.99,13600097.0,,2.86,0.49,,2031.92
2014-11-08,,,,,,,,,,277.46,6854698.0,,2.86,0.52,,
2014-11-09,,,,,,,,,,291.54,19439126.0,,2.91,0.58,,
2014-11-10,82.9,1162.0,15.67,1209.0,772.0,1.2486,,12.67,0.98,295.31,24438283.0,,2.97,0.59,,2038.26
2014-11-11,80.94,1156.5,15.57,1195.0,765.0,1.2424,,12.92,.,294.79,12747606.0,,2.95,0.58,,2039.68
2014-11-12,80.42,1164.5,15.62,1204.0,776.0,1.2467,,13.02,1.00,340.78,36705845.0,,3.27,0.59,,2038.25
2014-11-13,77.74,1161.75,15.74,1201.0,771.0,1.2456,,13.79,1.01,337.34,47425376.0,,3.29,0.56,,2039.33
2014-11-14,77.51,1169.0,15.35,1178.0,760.0,1.2436,,13.31,0.99,317.72,23724503.0,,3.19,0.55,,2039.82
2014-11-15,,,,,,,,,,300.4,12560898.0,,3.08,0.51,,
2014-11-16,,,,,,,,,,309.79,9508506.0,,3.1,0.52,,
2014-11-17,76.86,1182.5,16.2,1202.0,771.0,1.2496,,13.99,1.02,311.22,33159332.0,,3.11,0.47,,2041.32
2014-11-18,77.23,1192.75,16.27,1205.0,774.0,1.2514,,13.86,1.02,299.39,25885684.0,,3.01,0.48,,2051.8
2014-11-19,77.21,1196.0,16.26,1206.0,780.0,1.2535,,13.96,1.07,303.52,15106767.0,,3.04,0.45,,2048.72
2014-11-20,77.61,1190.0,16.2,1204.0,770.0,1.2539,,13.58,1.05,285.31,20125379.0,,2.88,0.42,,2052.75
2014-11-21,79.2,1203.75,16.3,1230.0,794.0,1.2422,,12.9,1.00,283.22,23800112.0,,2.82,0.43,,2063.5
2014-11-22,,,,,,,,,,284.89,12328867.0,,2.84,0.43,,
2014-11-23,,,,,,,,,,297.12,12230869.0,,2.91,0.43,,
2014-11-24,79.62,1197.5,16.33,1222.0,795.0,1.241,,12.62,0.99,303.15,25002102.0,,2.92,0.43,,2069.41
2014-11-25,77.62,1199.0,16.66,1213.0,797.0,1.2424,,12.25,0.96,300.78,20463444.0,,2.86,0.48,,2067.03
2014-11-26,77.39,1197.5,16.61,1221.0,798.0,1.2475,,12.07,0.95,294.6,14906403.0,,2.85,0.45,,2072.83
2014-11-27,74.64,1194.75,16.42,1219.0,804.0,1.248,,12.7,.,296.71,6996185.0,,2.86,0.45,,
2014-11-28,71.89,1182.75,15.97,1205.0,809.0,1.2483,,13.33,0.92,302.27,18417610.0,,2.89,0.45,,2067.56
2014-11-29,,,,,,,,,,301.5,12345913.0,,2.88,0.45,,
2014-11-30,,,,,,,,,,304.02,7382720.0,,2.88,0.46,,
2014-12-01,70.87,1194.0,15.73,1208.0,804.0,1.2469,,14.16,0.96,304.17,9459590.0,,2.87,0.38,,2053.44
2014-12-02,71.13,1195.0,16.16,1220.0,804.0,1.2424,,12.85,1.01,307.83,9916667.0,,2.93,0.43,,2066.55
2014-12-03,70.13,1204.75,16.3,1223.0,804.0,1.2331,,12.5,1.00,304.56,10769436.0,,2.93,0.41,,2074.33
2014-12-04,68.48,1209.0,16.42,1239.0,798.0,1.2311,,12.38,0.96,298.45,11800211.0,,2.9,0.37,,2071.92
2014-12-05,68.0,1194.0,16.33,1231.0,806.0,1.2362,,11.89,0.98,306.76,12259205.0,,2.95,0.35,,2075.37
2014-12-06,,,,,,,,,,305.08,5705592.0,,2.94,0.36,,
2014-12-07,,,,,,,,,,305.13,5284208.0,,3.02,0.38,,
2014-12-08,65.64,1193.0,16.26,1231.0,803.0,1.2258,,14.21,0.94,293.9,15373546.0,,2.97,0.36,,2060.31
2014-12-09,66.11,1227.0,16.37,1244.0,809.0,1.2369,,15.35,0.90,284.35,26730145.0,,2.84,0.31,,2059.82
2014-12-10,63.32,1229.0,17.06,1241.0,815.0,1.2392,,18.530001,0.88,277.56,13262049.0,,2.8,0.31,,2026.14
2014-12-11,63.65,1216.25,16.98,1230.0,817.0,1.2428,,20.08,0.88,282.83,25988701.0,,2.81,0.32,,2035.33
2014-12-12,61.67,1217.0,17.07,1231.0,818.0,1.245,,21.08,0.84,282.94,13709191.0,,2.8,0.3,,2002.33
2014-12-13,,,,,,,,,,278.79,9370706.0,,2.79,0.3,,
2014-12-14,,,,,,,,,,282.14,9964045.0,,2.79,0.31,,
2014-12-15,61.09,1209.25,16.85,1212.0,811.0,1.2426,,20.42,0.84,277.63,13852363.0,,2.77,0.31,,1989.63
2014-12-16,60.26,1202.5,16.29,1217.0,803.0,1.2537,,23.57,0.77,261.48,24813007.0,,2.41,0.27,,1972.74
2014-12-17,59.84,1195.75,15.95,1202.0,787.0,1.2448,,19.440001,0.81,259.2,30035098.0,,2.38,0.27,,2012.89
2014-12-18,58.81,1199.0,16.08,1205.0,791.0,1.2285,,16.809999,0.91,253.41,31752452.0,,2.28,0.26,,2061.23
2014-12-19,58.87,1195.5,15.86,1197.0,795.0,1.2279,,16.49,0.85,259.95,19387288.0,,2.35,0.26,,2070.65
2014-12-20,,,,,,,,,,269.86,17057905.0,,2.39,0.28,,
2014-12-21,,,,,,,,,,262.47,12437720.0,,2.33,0.28,,
2014-12-22,58.31,1195.25,16.09,1195.0,810.0,1.2259,,15.25,0.82,271.57,18255154.0,,2.36,0.28,,2078.54
2014-12-23,59.07,1175.75,15.71,1183.0,811.0,1.2213,,14.8,0.92,274.85,13562065.0,,2.37,0.31,,2082.17
2014-12-24,58.67,1180.625,15.77,1198.5,811.5,1.2219,,14.37,0.91,264.59,12398176.0,,2.25,0.35,,2081.88
2014-12-25,58.695,,,,,,,14.434999999999999,.,261.33,8107990.0,,2.21,0.37,,
2014-12-26,58.72,,,,,,,14.5,0.90,269.34,13443516.0,,2.28,0.36,,2088.77
